product_name,brand,merchant,description,purchase_type,amount,category
Biba Sunglasses,Biba,Lifestyle,durable sunglasses from Biba,OFFLINE,769.41,Fashion
Surf Excel Eggs,Surf Excel,Blinkit,portable eggs from Surf Excel,ONLINE,1114.31,Food & Groceries
Puma Football,Puma,Amazon,new football from Puma,OFFLINE,25466.4,Sports
Cosco Basketball,Cosco,Nike Store,classic basketball from Cosco,OFFLINE,55102.64,Sports
Toyota Helmet,Toyota,Honda Service Center,compact helmet from Toyota,OFFLINE,4968.76,Vehicles
Dell Television,Dell,Croma,professional television from Dell,ONLINE,13397.78,Electronics
McDonald's Soft Drink,McDonald's,Swiggy,durable soft drink from McDonald's,OFFLINE,2959.76,Food & Beverages
Hyundai Helmet,Hyundai,Tata Motors,standard helmet from Hyundai,ONLINE,76086.83,Vehicles
Voltas Air Fryer,Voltas,Reliance Digital,portable air fryer from Voltas,ONLINE,72858.87,Home Appliances
Nilkamal Office Chair,Nilkamal,Home Centre,portable office chair from Nilkamal,OFFLINE,5522.46,Furniture
Uniqlo Cotton Shirt,Uniqlo,Myntra,portable cotton shirt from Uniqlo,ONLINE,14538.14,Fashion
Zara Sneakers,Zara,Ajio,standard sneakers from Zara,ONLINE,4036.42,Fashion
Anker Webcam,Anker,Mi Store,daily use webcam from Anker,OFFLINE,14026.6,Gadgets
Logitech Wireless Charger,Logitech,Flipkart,daily use wireless charger from Logitech,OFFLINE,11037.89,Gadgets
HP Whiteboard,HP,Flipkart,wireless whiteboard from HP,ONLINE,18963.79,Office
Haier Air Cooler,Haier,Vijay Sales,new air cooler from Haier,OFFLINE,19830.96,Home Appliances
Decathlon Yoga Mat,Decathlon,Nike Store,classic yoga mat from Decathlon,OFFLINE,36459.48,Sports
Decathlon Badminton Racket,Decathlon,Sports Station,professional badminton racket from Decathlon,OFFLINE,25013.23,Sports
Pilot Notebook,Pilot,Flipkart,professional notebook from Pilot,OFFLINE,5359.93,Office
Classic Key Holder,Classic,Flipkart,classic key holder from Classic,OFFLINE,5936.27,Other
Urban Ladder Sofa,Urban Ladder,IKEA,daily use sofa from Urban Ladder,ONLINE,77667.24,Furniture
Philips Air Fryer,Philips,Home Centre,daily use air fryer from Philips,ONLINE,13523.05,Home Appliances
Logitech Smart Bulb,Logitech,Croma,durable smart bulb from Logitech,ONLINE,2109.5,Gadgets
Maruti Suzuki Car Tyre,Maruti Suzuki,Honda Service Center,professional car tyre from Maruti Suzuki,OFFLINE,40994.47,Vehicles
Hyundai Car Tyre,Hyundai,Tata Motors,portable car tyre from Hyundai,OFFLINE,74413.89,Vehicles
Godrej Interio Study Table,Godrej Interio,Pepperfry,portable study table from Godrej Interio,ONLINE,92405.77,Furniture
Nike Resistance Bands,Nike,Nike Store,portable resistance bands from Nike,OFFLINE,14319.96,Sports
KFC Burger Meal,KFC,Zomato,portable burger meal from KFC,ONLINE,971.29,Food & Beverages
Dell Keyboard,Dell,Samsung Store,professional keyboard from Dell,OFFLINE,67993.89,Electronics
Kokuyo Pen Set,Kokuyo,Office Depot,professional pen set from Kokuyo,ONLINE,17377.8,Office
Nike Resistance Bands,Nike,Flipkart,new resistance bands from Nike,OFFLINE,67260.44,Sports
Toyota Helmet,Toyota,Tata Motors,premium helmet from Toyota,ONLINE,68998.67,Vehicles
boAt Usb Microphone,boAt,Amazon,standard USB microphone from boAt,OFFLINE,1104.67,Gadgets
Sony Tablet,Sony,Croma,daily use tablet from Sony,OFFLINE,17700.33,Electronics
Samsung Room Heater,Samsung,Flipkart,daily use room heater from Samsung,OFFLINE,96324.32,Home Appliances
TVS Helmet,TVS,Tata Motors,daily use helmet from TVS,ONLINE,38867.49,Vehicles
Godrej Dishwasher,Godrej,Croma,portable dishwasher from Godrej,OFFLINE,95919.14,Home Appliances
Dell Monitor,Dell,Croma,professional monitor from Dell,OFFLINE,72605.25,Electronics
Tata Vehicle Insurance Accessory,Tata,Honda Service Center,wireless vehicle insurance accessory from Tata,ONLINE,45363.36,Vehicles
Godrej Refrigerator,Godrej,Reliance Digital,classic refrigerator from Godrej,OFFLINE,51582.48,Home Appliances
Local Brand Gift Item,Local Brand,Flipkart,daily use gift item from Local Brand,ONLINE,6050.01,Other
Acer Smartwatch,Acer,Flipkart,compact smartwatch from Acer,OFFLINE,145497.94,Electronics
Nivia Cycling Helmet,Nivia,Amazon,wireless cycling helmet from Nivia,OFFLINE,43437.37,Sports
Starbucks Soft Drink,Starbucks,Zomato,premium soft drink from Starbucks,ONLINE,2891.21,Food & Beverages
Nestle Eggs,Nestle,Zepto,classic eggs from Nestle,ONLINE,866.23,Food & Groceries
Nestle Shampoo,Nestle,DMart,durable shampoo from Nestle,OFFLINE,438.94,Food & Groceries
Zara Backpack,Zara,Lifestyle,portable backpack from Zara,ONLINE,13987.28,Fashion
JBL Charging Cable,JBL,Croma,durable charging cable from JBL,ONLINE,5050.8,Gadgets
W Backpack,W,Amazon,daily use backpack from W,ONLINE,1085.14,Fashion
Kokuyo Pen Set,Kokuyo,Flipkart,portable pen set from Kokuyo,ONLINE,21730.96,Office
Everyday Travel Accessory,Everyday,General Store,classic travel accessory from Everyday,OFFLINE,604.04,Other
Puma Dumbbells,Puma,Flipkart,premium dumbbells from Puma,ONLINE,55671.83,Sports
Subway Burger Meal,Subway,Starbucks,portable burger meal from Subway,ONLINE,3387.06,Food & Beverages
Mahindra Brake Pads,Mahindra,Local Auto Store,wireless brake pads from Mahindra,ONLINE,54622.22,Vehicles
Haldiram's Pizza,Haldiram's,Starbucks,classic pizza from Haldiram's,ONLINE,2463.67,Food & Beverages
Everyday Travel Accessory,Everyday,Marketplace,standard travel accessory from Everyday,ONLINE,5952.66,Other
IKEA Recliner,IKEA,IKEA,premium recliner from IKEA,OFFLINE,66084.68,Furniture
Anker Wireless Charger,Anker,Croma,professional wireless charger from Anker,OFFLINE,16958.23,Gadgets
Generic Decor Accessory,Generic,General Store,durable decor accessory from Generic,ONLINE,4426.36,Other
Logitech Charging Cable,Logitech,Flipkart,compact charging cable from Logitech,OFFLINE,13534.91,Gadgets
Fitbit Gym Bench,Fitbit,Amazon,professional gym bench from Fitbit,ONLINE,49407.53,Sports & Fitness
Logitech Router,Logitech,Mi Store,new router from Logitech,ONLINE,13914.21,Gadgets
boAt Usb Hub,boAt,Amazon,daily use USB hub from boAt,OFFLINE,10109.69,Gadgets
Kokuyo File Folder,Kokuyo,Amazon,daily use file folder from Kokuyo,ONLINE,13939.25,Office
Portronics Charging Cable,Portronics,Mi Store,professional charging cable from Portronics,ONLINE,1953.68,Gadgets
Bosch Washing Machine,Bosch,Reliance Digital,durable washing machine from Bosch,ONLINE,14983.99,Home Appliances
Pilot File Folder,Pilot,Reliance Smart,standard file folder from Pilot,OFFLINE,2884.24,Office
Nestle Household Essentials Pack,Nestle,Blinkit,standard household essentials pack from Nestle,ONLINE,820.53,Food & Groceries
KFC Snack Combo,KFC,Local Cafe,new snack combo from KFC,ONLINE,3410.83,Food & Beverages
TP-Link Smart Bulb,TP-Link,Amazon,daily use smart bulb from TP-Link,OFFLINE,17279.57,Gadgets
Tata Car Service Package,Tata,Tata Motors,portable car service package from Tata,OFFLINE,3320.22,Vehicles
Honda Brake Pads,Honda,Tata Motors,premium brake pads from Honda,OFFLINE,36747.18,Vehicles
Generic Gift Item,Generic,General Store,daily use gift item from Generic,ONLINE,10247.37,Other
Logitech Charging Cable,Logitech,Croma,portable charging cable from Logitech,OFFLINE,549.29,Gadgets
Nivia Fitness Watch,Nivia,Amazon,professional fitness watch from Nivia,OFFLINE,3627.51,Sports & Fitness
Cosco Gym Gloves,Cosco,Amazon,compact gym gloves from Cosco,ONLINE,19715.44,Sports
Fortune Vegetables,Fortune,Zepto,professional vegetables from Fortune,ONLINE,5389.44,Food & Groceries
Fortune Cooking Oil,Fortune,Local Grocery,classic cooking oil from Fortune,ONLINE,4059.28,Food & Groceries
Surf Excel Vegetables,Surf Excel,DMart,portable vegetables from Surf Excel,ONLINE,4455.96,Food & Groceries
Bosch Air Fryer,Bosch,Croma,portable air fryer from Bosch,OFFLINE,31367.86,Home Appliances
Classmate Stapler,Classmate,Amazon,premium stapler from Classmate,ONLINE,11664.95,Office
Nivia Sports Shoes,Nivia,Decathlon,standard sports shoes from Nivia,ONLINE,6707.38,Sports
Haldiram's Soft Drink,Haldiram's,Local Cafe,new soft drink from Haldiram's,ONLINE,3290.97,Food & Beverages
Staedtler Stapler,Staedtler,Amazon,new stapler from Staedtler,ONLINE,19132.31,Office
Sony Television,Sony,Flipkart,premium television from Sony,OFFLINE,29928.67,Electronics
boAt Usb Hub,boAt,Reliance Digital,classic USB hub from boAt,ONLINE,12194.82,Gadgets
Hyundai Car Tyre,Hyundai,Bajaj Auto,durable car tyre from Hyundai,OFFLINE,62575.78,Vehicles
Sony Keyboard,Sony,Vijay Sales,standard keyboard from Sony,OFFLINE,139477.19,Electronics
LG Air Fryer,LG,Home Centre,professional air fryer from LG,ONLINE,34436.4,Home Appliances
Nestle Shampoo,Nestle,DMart,wireless shampoo from Nestle,OFFLINE,5022.1,Food & Groceries
Samsung Television,Samsung,Amazon,portable television from Samsung,OFFLINE,127131.63,Electronics
Maruti Suzuki Brake Pads,Maruti Suzuki,Local Auto Store,premium brake pads from Maruti Suzuki,ONLINE,81128.89,Vehicles
W Jeans,W,Amazon,professional jeans from W,OFFLINE,27492.76,Fashion
Staedtler Ink Cartridge,Staedtler,Office Depot,daily use ink cartridge from Staedtler,OFFLINE,23063.21,Office
Canon Marker Set,Canon,Reliance Smart,portable marker set from Canon,ONLINE,8224.64,Office
LG Bluetooth Speaker,LG,Samsung Store,classic bluetooth speaker from LG,OFFLINE,32317.99,Electronics
Domino's Restaurant Dinner,Domino's,KFC,compact restaurant dinner from Domino's,ONLINE,2365.62,Food & Beverages
Whirlpool Air Conditioner,Whirlpool,Amazon,premium air conditioner from Whirlpool,OFFLINE,71175.57,Home Appliances
Puma Cycling Helmet,Puma,Amazon,daily use cycling helmet from Puma,OFFLINE,26615.2,Sports
Dove Groceries,Dove,Local Grocery,durable groceries from Dove,OFFLINE,5879.47,Food & Groceries
Cosco Gym Gloves,Cosco,Flipkart,standard gym gloves from Cosco,OFFLINE,63128.32,Sports
KFC Beverage,KFC,Local Cafe,compact beverage from KFC,OFFLINE,1127.66,Food & Beverages
Godrej Interio Bed Frame,Godrej Interio,Urban Ladder,wireless bed frame from Godrej Interio,OFFLINE,45296.26,Furniture
Decathlon Foam Roller,Decathlon,Flipkart,daily use foam roller from Decathlon,OFFLINE,11004.05,Sports & Fitness
Local Brand Miscellaneous Item,Local Brand,Local Store,premium miscellaneous item from Local Brand,ONLINE,1265.57,Other
Kokuyo Stapler,Kokuyo,Office Depot,premium stapler from Kokuyo,OFFLINE,19306.35,Office
Cult Massage Gun,Cult,Amazon,professional massage gun from Cult,OFFLINE,24614.75,Sports & Fitness
Kokuyo Whiteboard,Kokuyo,Office Depot,classic whiteboard from Kokuyo,ONLINE,14400.98,Office
TVS Car Battery,TVS,Tata Motors,wireless car battery from TVS,ONLINE,36884.17,Vehicles
Samsung Induction Cooktop,Samsung,Home Centre,professional induction cooktop from Samsung,OFFLINE,93896.17,Home Appliances
Nike Treadmill,Nike,Sports Station,compact treadmill from Nike,ONLINE,53340.96,Sports
Cafe Coffee Day Meal Order,Cafe Coffee Day,Starbucks,premium meal order from Cafe Coffee Day,OFFLINE,2963.99,Food & Beverages
Portronics Earbuds Case,Portronics,Croma,durable earbuds case from Portronics,ONLINE,11732.39,Gadgets
Fortune Household Essentials Pack,Fortune,BigBasket,compact household essentials pack from Fortune,ONLINE,5806.4,Food & Groceries
Nilkamal Office Chair,Nilkamal,Pepperfry,durable office chair from Nilkamal,OFFLINE,36130.4,Furniture
Apple Smartphone,Apple,Amazon,wireless smartphone from Apple,ONLINE,38376.75,Electronics
Lenovo Laptop,Lenovo,Reliance Digital,classic laptop from Lenovo,ONLINE,43426.56,Electronics
Kokuyo Office Supplies Pack,Kokuyo,Flipkart,classic office supplies pack from Kokuyo,OFFLINE,24974.76,Office
JBL Charging Cable,JBL,Croma,professional charging cable from JBL,ONLINE,4269.08,Gadgets
Decathlon Exercise Mat,Decathlon,Amazon,portable exercise mat from Decathlon,ONLINE,51451.87,Sports & Fitness
Classmate Ink Cartridge,Classmate,Local Stationery,compact ink cartridge from Classmate,ONLINE,18840.78,Office
IKEA Wardrobe,IKEA,Local Furniture Store,classic wardrobe from IKEA,ONLINE,12772.86,Furniture
JBL Webcam,JBL,Amazon,new webcam from JBL,ONLINE,14246.9,Gadgets
Prime Utility Item,Prime,Local Store,classic utility item from Prime,OFFLINE,2258.25,Other
Voltas Vacuum Cleaner,Voltas,Amazon,compact vacuum cleaner from Voltas,OFFLINE,56500.63,Home Appliances
Generic Utility Item,Generic,Marketplace,new utility item from Generic,ONLINE,6332.78,Other
Lenovo Laptop,Lenovo,Reliance Digital,wireless laptop from Lenovo,ONLINE,10681.14,Electronics
Subway Sandwich,Subway,Swiggy,premium sandwich from Subway,OFFLINE,705.24,Food & Beverages
Bajaj Engine Oil Service,Bajaj,Local Auto Store,classic engine oil service from Bajaj,ONLINE,5338.91,Vehicles
Generic Utility Item,Generic,General Store,durable utility item from Generic,ONLINE,3460.13,Other
HP Calculator,HP,Reliance Smart,premium calculator from HP,OFFLINE,1070.63,Office
Pepperfry Bed Frame,Pepperfry,Pepperfry,professional bed frame from Pepperfry,OFFLINE,61290.83,Furniture
JBL Power Bank,JBL,Mi Store,compact power bank from JBL,ONLINE,915.94,Gadgets
Urban Ladder Sofa,Urban Ladder,Home Centre,wireless sofa from Urban Ladder,OFFLINE,86750.53,Furniture
Urban Ladder Study Table,Urban Ladder,Local Furniture Store,durable study table from Urban Ladder,ONLINE,84758.34,Furniture
Everyday Gift Item,Everyday,Local Store,new gift item from Everyday,ONLINE,11719.62,Other
Boldfit Exercise Bike,Boldfit,Cult Store,premium exercise bike from Boldfit,OFFLINE,5719.52,Sports & Fitness
Godrej Interio Coffee Table,Godrej Interio,Pepperfry,compact coffee table from Godrej Interio,OFFLINE,56497.24,Furniture
ASUS Gaming Console,ASUS,Vijay Sales,standard gaming console from ASUS,OFFLINE,155738.85,Electronics
Whirlpool Induction Cooktop,Whirlpool,Croma,wireless induction cooktop from Whirlpool,OFFLINE,78364.67,Home Appliances
Uniqlo Handbag,Uniqlo,Lifestyle,standard handbag from Uniqlo,ONLINE,2390.37,Fashion
Acer Camera,Acer,Vijay Sales,wireless camera from Acer,ONLINE,25725.02,Electronics
Logitech Phone Stand,Logitech,Mi Store,durable phone stand from Logitech,ONLINE,14908.01,Gadgets
Tata Wiper Blades,Tata,Hyundai Service,compact wiper blades from Tata,ONLINE,3900.34,Vehicles
Acer Smartphone,Acer,Amazon,portable smartphone from Acer,ONLINE,12360.63,Electronics
Cult Foam Roller,Cult,Decathlon,daily use foam roller from Cult,ONLINE,1849.94,Sports & Fitness
Apple Smartwatch,Apple,Croma,wireless smartwatch from Apple,ONLINE,134517.77,Electronics
boAt Router,boAt,Flipkart,professional router from boAt,OFFLINE,3969.95,Gadgets
Acer Computer Mouse,Acer,Amazon,professional computer mouse from Acer,ONLINE,48951.53,Electronics
Philips Electric Kettle,Philips,Reliance Digital,portable electric kettle from Philips,ONLINE,42938.45,Home Appliances
Haier Electric Kettle,Haier,Croma,standard electric kettle from Haier,ONLINE,36652.5,Home Appliances
Apple Keyboard,Apple,Vijay Sales,wireless keyboard from Apple,OFFLINE,15069.65,Electronics
Nivia Cricket Bat,Nivia,Flipkart,durable cricket bat from Nivia,OFFLINE,15916.83,Sports
Pilot Pen Set,Pilot,Office Depot,daily use pen set from Pilot,ONLINE,20450.65,Office
Nike Sunglasses,Nike,Shoppers Stop,professional sunglasses from Nike,ONLINE,3975.94,Fashion
HP Laptop,HP,Croma,classic laptop from HP,OFFLINE,154061.69,Electronics
Kokuyo Printer Paper,Kokuyo,Amazon,daily use printer paper from Kokuyo,OFFLINE,8750.42,Office
H&M Jacket,H&M,Ajio,classic jacket from H&M,OFFLINE,28910.19,Fashion
KFC Soft Drink,KFC,Zomato,wireless soft drink from KFC,ONLINE,3243.41,Food & Beverages
HP Gaming Console,HP,Vijay Sales,durable gaming console from HP,OFFLINE,107202.53,Electronics
Kokuyo Whiteboard,Kokuyo,Local Stationery,wireless whiteboard from Kokuyo,ONLINE,24496.44,Office
Cult Exercise Mat,Cult,Decathlon,portable exercise mat from Cult,ONLINE,41999.39,Sports & Fitness
Dell Television,Dell,Reliance Digital,wireless television from Dell,ONLINE,155040.43,Electronics
Subway Dessert,Subway,Starbucks,new dessert from Subway,OFFLINE,2085.07,Food & Beverages
Mahindra Brake Pads,Mahindra,Bajaj Auto,classic brake pads from Mahindra,ONLINE,54171.01,Vehicles
Whirlpool Microwave Oven,Whirlpool,Vijay Sales,premium microwave oven from Whirlpool,OFFLINE,74723.41,Home Appliances
Wakefit Side Table,Wakefit,Local Furniture Store,standard side table from Wakefit,OFFLINE,82650.79,Furniture
Garmin Exercise Mat,Garmin,Flipkart,durable exercise mat from Garmin,OFFLINE,54196.72,Sports & Fitness
Amul Milk,Amul,DMart,wireless milk from Amul,ONLINE,5165.35,Food & Groceries
Nivia Cricket Bat,Nivia,Flipkart,standard cricket bat from Nivia,OFFLINE,4176.11,Sports
TVS Helmet,TVS,Hyundai Service,portable helmet from TVS,ONLINE,79196.79,Vehicles
Cafe Coffee Day Cafe Breakfast,Cafe Coffee Day,Starbucks,compact cafe breakfast from Cafe Coffee Day,ONLINE,330.63,Food & Beverages
Aashirvaad Shampoo,Aashirvaad,Local Grocery,wireless shampoo from Aashirvaad,ONLINE,2659.87,Food & Groceries
Nilkamal Side Table,Nilkamal,IKEA,new side table from Nilkamal,ONLINE,85938.84,Furniture
Hyundai Engine Oil Service,Hyundai,Tata Motors,durable engine oil service from Hyundai,ONLINE,29620.52,Vehicles
Starbucks Soft Drink,Starbucks,Starbucks,professional soft drink from Starbucks,OFFLINE,148.61,Food & Beverages
W Sneakers,W,Myntra,new sneakers from W,OFFLINE,15900.3,Fashion
McDonald's Burger Meal,McDonald's,Starbucks,classic burger meal from McDonald's,OFFLINE,2871.29,Food & Beverages
Decathlon Pull Up Bar,Decathlon,Flipkart,standard pull up bar from Decathlon,ONLINE,41544.58,Sports & Fitness
Nike Yoga Mat,Nike,Nike Store,durable yoga mat from Nike,ONLINE,41651.55,Sports
HP Camera,HP,Croma,compact camera from HP,OFFLINE,88941.35,Electronics
Nike Sports Shoes,Nike,Sports Station,durable sports shoes from Nike,ONLINE,13875.47,Sports
Classic Decor Accessory,Classic,Marketplace,professional decor accessory from Classic,ONLINE,5997.25,Other
Acer Smartwatch,Acer,Flipkart,wireless smartwatch from Acer,ONLINE,45023.7,Electronics
Godrej Interio Study Table,Godrej Interio,Pepperfry,classic study table from Godrej Interio,OFFLINE,20416.64,Furniture
Canon Pen Set,Canon,Amazon,wireless pen set from Canon,OFFLINE,22063.62,Office
Local Brand Gift Item,Local Brand,Amazon,wireless gift item from Local Brand,ONLINE,1785.84,Other
LG Water Purifier,LG,Vijay Sales,professional water purifier from LG,ONLINE,37290.28,Home Appliances
LG Washing Machine,LG,Amazon,wireless washing machine from LG,OFFLINE,92143.01,Home Appliances
Nilkamal Office Chair,Nilkamal,Urban Ladder,durable office chair from Nilkamal,OFFLINE,52844.76,Furniture
Faber-Castell Pen Set,Faber-Castell,Reliance Smart,classic pen set from Faber-Castell,ONLINE,19699.7,Office
boAt Fast Charger,boAt,Mi Store,wireless fast charger from boAt,ONLINE,11591.62,Gadgets
Haldiram's Restaurant Dinner,Haldiram's,Zomato,standard restaurant dinner from Haldiram's,ONLINE,1070.5,Food & Beverages
Hyundai Helmet,Hyundai,Bajaj Auto,standard helmet from Hyundai,ONLINE,2106.92,Vehicles
Decathlon Gym Bench,Decathlon,Amazon,durable gym bench from Decathlon,ONLINE,12860.07,Sports & Fitness
Boldfit Gym Bench,Boldfit,Flipkart,standard gym bench from Boldfit,ONLINE,22580.17,Sports & Fitness
Britannia Groceries,Britannia,Blinkit,classic groceries from Britannia,OFFLINE,4893.74,Food & Groceries
Haldiram's Restaurant Dinner,Haldiram's,Zomato,daily use restaurant dinner from Haldiram's,OFFLINE,3026.34,Food & Beverages
Adidas Jeans,Adidas,Ajio,daily use jeans from Adidas,OFFLINE,7232.43,Fashion
Samsung Water Purifier,Samsung,Reliance Digital,new water purifier from Samsung,OFFLINE,63682.04,Home Appliances
Boldfit Protein Shaker,Boldfit,Fitness Store,portable protein shaker from Boldfit,ONLINE,26548.05,Sports & Fitness
Generic Miscellaneous Purchase,Generic,Marketplace,classic miscellaneous purchase from Generic,ONLINE,10458.68,Other
LG Computer Mouse,LG,Flipkart,wireless computer mouse from LG,ONLINE,13545.44,Electronics
Yonex Basketball,Yonex,Nike Store,standard basketball from Yonex,ONLINE,40624.62,Sports
Boldfit Pull Up Bar,Boldfit,Decathlon,daily use pull up bar from Boldfit,OFFLINE,58195.3,Sports & Fitness
Nike Resistance Bands,Nike,Amazon,professional resistance bands from Nike,OFFLINE,3190.01,Sports
Dell Laptop,Dell,Croma,new laptop from Dell,ONLINE,78474.12,Electronics
IKEA Study Table,IKEA,IKEA,classic study table from IKEA,ONLINE,57408.24,Furniture
HP Tablet,HP,Croma,standard tablet from HP,OFFLINE,115823.57,Electronics
IFB Dishwasher,IFB,Reliance Digital,classic dishwasher from IFB,ONLINE,24003.24,Home Appliances
Garmin Adjustable Dumbbell Set,Garmin,Amazon,classic adjustable dumbbell set from Garmin,OFFLINE,7305.83,Sports & Fitness
ASUS Smartphone,ASUS,Vijay Sales,classic smartphone from ASUS,ONLINE,159381.29,Electronics
Surf Excel Shampoo,Surf Excel,Reliance Smart,premium shampoo from Surf Excel,ONLINE,2762.63,Food & Groceries
Toyota Dash Camera,Toyota,Local Auto Store,standard dash camera from Toyota,OFFLINE,43307.56,Vehicles
Apple Wireless Headphones,Apple,Flipkart,wireless wireless headphones from Apple,OFFLINE,33132.29,Electronics
Puma Dumbbells,Puma,Decathlon,new dumbbells from Puma,ONLINE,29297.13,Sports
Local Brand Personal Care Item,Local Brand,Local Store,premium personal care item from Local Brand,ONLINE,7744.72,Other
Maruti Suzuki Bike Service,Maruti Suzuki,Local Auto Store,compact bike service from Maruti Suzuki,OFFLINE,1482.89,Vehicles
Aashirvaad Bread,Aashirvaad,Local Grocery,new bread from Aashirvaad,ONLINE,2721.44,Food & Groceries
TP-Link Usb Microphone,TP-Link,Flipkart,portable USB microphone from TP-Link,OFFLINE,14698.56,Gadgets
Pilot Calculator,Pilot,Local Stationery,classic calculator from Pilot,ONLINE,14482.05,Office
Bosch Electric Kettle,Bosch,Croma,new electric kettle from Bosch,ONLINE,31498.78,Home Appliances
LG Computer Mouse,LG,Reliance Digital,classic computer mouse from LG,ONLINE,99932.83,Electronics
Biba Formal Trousers,Biba,Shoppers Stop,classic formal trousers from Biba,OFFLINE,21188.76,Fashion
Zara Sneakers,Zara,Shoppers Stop,durable sneakers from Zara,OFFLINE,29758.06,Fashion
Sony Printer,Sony,Amazon,durable printer from Sony,OFFLINE,150658.58,Electronics
HP Tablet,HP,Croma,new tablet from HP,OFFLINE,126042.77,Electronics
Dove Detergent,Dove,Zepto,portable detergent from Dove,ONLINE,5047.74,Food & Groceries
Mahindra Car Tyre,Mahindra,Honda Service Center,daily use car tyre from Mahindra,OFFLINE,823.25,Vehicles
Prime Gift Item,Prime,Marketplace,daily use gift item from Prime,ONLINE,1564.24,Other
Kokuyo Calculator,Kokuyo,Amazon,classic calculator from Kokuyo,ONLINE,22076.96,Office
Haier Microwave Oven,Haier,Vijay Sales,compact microwave oven from Haier,OFFLINE,39142.41,Home Appliances
Haier Microwave Oven,Haier,Flipkart,classic microwave oven from Haier,OFFLINE,84018.71,Home Appliances
JBL Usb Hub,JBL,Reliance Digital,durable USB hub from JBL,OFFLINE,7753.51,Gadgets
Pilot Printer Paper,Pilot,Flipkart,classic printer paper from Pilot,OFFLINE,10824.22,Office
Uniqlo Formal Trousers,Uniqlo,Lifestyle,professional formal trousers from Uniqlo,OFFLINE,19373.7,Fashion
Cosco Yoga Mat,Cosco,Nike Store,portable yoga mat from Cosco,ONLINE,48499.87,Sports
OnePlus Smartwatch,OnePlus,Flipkart,compact smartwatch from OnePlus,OFFLINE,2434.53,Electronics
Everyday Miscellaneous Item,Everyday,Local Store,classic miscellaneous item from Everyday,OFFLINE,9828.99,Other
IKEA Office Chair,IKEA,IKEA,premium office chair from IKEA,OFFLINE,18388.87,Furniture
Cosco Gym Gloves,Cosco,Nike Store,premium gym gloves from Cosco,ONLINE,8055.48,Sports
LG Laptop,LG,Croma,compact laptop from LG,OFFLINE,30304.05,Electronics
Mi Phone Stand,Mi,Amazon,standard phone stand from Mi,ONLINE,8036.46,Gadgets
OnePlus Wireless Headphones,OnePlus,Vijay Sales,standard wireless headphones from OnePlus,ONLINE,62553.48,Electronics
Starbucks Biryani,Starbucks,Starbucks,premium biryani from Starbucks,OFFLINE,2676.84,Food & Beverages
Decathlon Football,Decathlon,Nike Store,standard football from Decathlon,OFFLINE,39513.5,Sports
Canon Marker Set,Canon,Flipkart,wireless marker set from Canon,OFFLINE,6465.6,Office
Starbucks Dessert,Starbucks,Starbucks,standard dessert from Starbucks,OFFLINE,3423.75,Food & Beverages
Local Brand Miscellaneous Purchase,Local Brand,General Store,premium miscellaneous purchase from Local Brand,OFFLINE,10561.94,Other
Subway Pizza,Subway,Local Cafe,wireless pizza from Subway,OFFLINE,3239.76,Food & Beverages
Puma Formal Trousers,Puma,Amazon,new formal trousers from Puma,OFFLINE,7087.55,Fashion
Classmate Notebook,Classmate,Local Stationery,portable notebook from Classmate,OFFLINE,4100.47,Office
Mi Smart Plug,Mi,Amazon,portable smart plug from Mi,OFFLINE,17873.39,Gadgets
Haier Room Heater,Haier,Vijay Sales,durable room heater from Haier,OFFLINE,6714.16,Home Appliances
Whirlpool Microwave Oven,Whirlpool,Home Centre,classic microwave oven from Whirlpool,ONLINE,89338.53,Home Appliances
Nivia Sports Shoes,Nivia,Amazon,compact sports shoes from Nivia,ONLINE,27890.07,Sports
ASUS Smartwatch,ASUS,Vijay Sales,classic smartwatch from ASUS,OFFLINE,107407.87,Electronics
Britannia Toothpaste,Britannia,Zepto,professional toothpaste from Britannia,ONLINE,560.4,Food & Groceries
Nilkamal Bookshelf,Nilkamal,Urban Ladder,new bookshelf from Nilkamal,ONLINE,70631.95,Furniture
Godrej Room Heater,Godrej,Home Centre,daily use room heater from Godrej,ONLINE,18133.59,Home Appliances
Britannia Vegetables,Britannia,DMart,premium vegetables from Britannia,OFFLINE,4062.42,Food & Groceries
Sony Television,Sony,Croma,new television from Sony,ONLINE,111491.05,Electronics
Dell Computer Mouse,Dell,Amazon,standard computer mouse from Dell,ONLINE,113692.79,Electronics
Garmin Fitness Tracker,Garmin,Fitness Store,classic fitness tracker from Garmin,OFFLINE,23041.98,Sports & Fitness
KFC Sandwich,KFC,McDonald's,new sandwich from KFC,OFFLINE,2614.03,Food & Beverages
Anker Usb Microphone,Anker,Reliance Digital,standard USB microphone from Anker,ONLINE,2698.16,Gadgets
Urban Ladder Sofa,Urban Ladder,Urban Ladder,premium sofa from Urban Ladder,OFFLINE,88148.38,Furniture
Britannia Milk,Britannia,Local Grocery,daily use milk from Britannia,OFFLINE,4859.05,Food & Groceries
Local Brand Utility Item,Local Brand,Local Store,new utility item from Local Brand,ONLINE,4609.41,Other
Samsung Camera,Samsung,Amazon,durable camera from Samsung,ONLINE,40315.36,Electronics
Fitbit Adjustable Dumbbell Set,Fitbit,Flipkart,new adjustable dumbbell set from Fitbit,ONLINE,41793.72,Sports & Fitness
